3794.14874710327,806.523999630207,184,0
4388.81049011971,612.599824349398,188,1
3957.24871776761,1687.74529324449,184,0
3287.65931910173,3289.01770193831,280,-1
3279.83675267021,2531.97688906825,280,-1
4307.52542485309,1995.80229733734,284,1
3578.07886476346,1970.10828678721,280,0
4202.83632255001,1186.18785708546,376,1
3434.97497592752,1241.4903188207,376,0
3684.87907845525,3029.00797781042,180,0
3178.71722493706,1743.0761237391,184,-1
3997.99543675185,367.349043127268,284,-2
3888.50795004835,3546.58366362857,376,2
4304.97696020309,3053.32103711049,280,1
3927.19588403216,2531.07316036062,376,0
3351.80533704122,463.264725359714,380,-2
