3797.87399017471,809.859935834657,184,0
4390.11131429997,609.962324969709,188,1
3957.04016966018,1691.88066473813,184,0
3293.55804400225,3288.7906510895,280,-1
4308.31380192147,1998.17637281708,284,1
3686.28513124828,3031.11998312543,188,0
3581.85109257806,1974.59702295181,280,0
3285.1493975711,2529.3636468893,284,-1
3182.45093625665,1750.00644201418,184,-1
3437.80262541587,1245.60943468607,376,0
4202.88888465735,1187.79315617812,376,1
4001.17950462212,365.426067324342,280,-2
4307.02925594804,3053.93972872061,280,1
3888.01379669339,3548.8222708088,376,2
3931.39642775874,2531.89793669785,376,0
3354.97257175099,466.676146972455,380,-2
