2,13,2,-0.0107347025557779,-0.00506911991275591
2,18,2,0,0.0426784123981368
2,12,3,1.27144786969751e-09,0.0144889219707915
2,21,3,-0.000123801867234172,0.0238134449558769
2,10,5,7.32099528633135e-06,0.0102024164203252
2,11,5,0.00918315992431252,0.0166893873859967
2,23,6,0.00130507011646344,0.0791458142077148
2,29,6,-0.000796702687266896,0.0631576427055539
2,25,7,-0.000395929469267732,0.0400596708958512
2,19,9,-1.36633951378468e-05,0.0262444957603037
2,28,9,-1.05169266958426e-05,0.0314922516988825
2,5,10,0.00642076288054402,0.0184202402158738
2,14,10,-0.000122549481647392,0.0459746527709866
2,19,10,1.11394943749012e-05,0.0257332067460657
2,26,10,-1.04589272373372e-05,0.0188086146989396
2,5,11,-0.00642076288054402,0.0184202402158738
2,23,11,0.00174395084835339,0.0313223940755972
2,3,12,0.00442073260512124,0.0143110283023578
2,28,12,-3.32568240991639e-06,0.0149604510310897
2,2,13,0.00313360289525769,0.0396348496153733
2,15,13,0.00127649645369293,0.0138731098504082
2,10,14,-8.6105856005585e-06,0.0327217621104681
2,18,14,-0,0.0747633278278818
2,29,14,0.000571530673350207,0.0885861468789475
2,13,15,0.0107347025557779,-0.00506911991275591
2,26,15,-1.03927402304998e-05,0.01193379770305
2,2,18,-0.00313360289525769,0.0396348496153733
2,14,18,-0.000219175290060144,0.066590097600092
2,9,19,0.00441177874917123,0.0291476698744642
2,10,19,1.07539407626484e-05,0.0170160057634329
2,26,19,-1.48415796731012e-05,0.016494279976667
2,3,21,-0.00442073260512124,0.0143110283023578
2,26,21,9.65405829377498e-07,0.0248697312940351
2,23,22,0.000569426157107164,0.0972632437546164
2,28,22,1.51458737786637e-05,0.0193889014629575
2,6,23,0.0111446874724471,0.0593771766779051
2,11,23,-0.00918315992431252,0.0166893873859967
2,22,23,1.41460085146209e-07,0.0669734441791014
2,27,23,-0.00917640968015531,-0.0769826524828133
2,7,25,0.00817883659667615,0.0369120387540195
2,29,25,0.000375261629992107,0.0556095120150853
2,10,26,7.29275020338875e-06,0.0066522581302429
2,15,26,-0.00127649645369293,0.0138731098504082
2,19,26,-1.27721551100395e-05,0.0189919314443627
2,21,26,0.00023130065171015,0.0304574116532943
2,23,27,0.00176774672822336,0.0813957142948437
2,9,28,-0.00441177874917123,0.0291476698744642
2,12,28,2.07264215012353e-09,0.00829239290426093
2,22,28,6.31993488867262e-08,0.0448272936907193
2,6,29,-0.0111446874724471,0.0593771766779051
2,14,29,0.000205761596921166,0.0475695677912008
2,25,29,-0.000384728736723728,0.0551547713443393
2,7,-1,-0.00817883659667615,0.0369120387540195
2,12,-1,3.34408937394478e-09,0.00852937834418777
2,18,-1,-0,0.0784004660332088
2,21,-1,-2.67658299010995e-05,0.0387622979065661
2,22,-1,2.04660661072549e-07,0.0765604199817567
2,25,-1,0.000453229725907436,0.0993006371801329
2,27,-1,0.00917640968015531,-0.0769826524828133
2,28,-1,5.53299771940756e-06,0.0187815990813457
