3,13,2,4.9757388801993e-08,0.0295359471159018
3,18,2,7.9637629249535e-07,0.022764073026526
3,12,3,0.00404439815632375,0.00997443670227484
3,21,3,-5.64268331627881e-07,0.0155330510115913
3,6,5,-5.87899305628965e-05,0.0226803637869186
3,10,5,1.26746628190493e-07,0.00923586505656188
3,11,5,-1.22619435194509e-07,0.00101554243819276
3,5,6,1.88605433353748e-06,0.00882880956720973
3,23,6,-7.59877270147693e-05,0.0682467043960419
3,29,6,-0.00011338954603776,0.0435025984996148
3,25,7,-7.70997727719389e-05,0.0272002291177064
3,10,8,-3.0311760131003e-08,0.0116279860263451
3,19,9,0.00696598728977569,0.0178878656068137
3,28,9,-1.78819640795816e-06,0.0256318985472907
3,5,10,-6.6950266212021e-07,0.0190353091124505
3,8,10,-1.24135602236461e-06,0.00474503317498138
3,14,10,-0.000629288674095378,0.00856361523257401
3,5,11,1.76849792273502e-06,0.00673171095235615
3,3,12,0.00357010199920465,0.0102948018899813
3,2,13,0.0031673665952661,0.0412220746610473
3,15,13,2.24975058711263e-07,0.0171728685740637
3,10,14,1.27524541381247e-07,0.00312931017292185
3,18,14,2.76244348605256e-07,0.0344562364355849
3,29,14,0.00013289472813949,0.0603486492471804
3,13,15,1.11814736450706e-07,0.0520059826519347
3,2,18,-0.0031673665952661,0.0412220746610473
3,14,18,-0.000718280011353482,0.059345542690737
3,9,19,0.00338587622019908,0.0221482771263117
3,26,19,0.00858611814000918,0.0133598126881488
3,3,21,-0.00357010199920465,0.0102948018899813
3,26,21,-0.00858611814000918,0.0133598126881488
3,23,22,-7.56075049233851e-05,0.0445935342794256
3,28,22,-3.00577504146003e-07,0.0118980922516987
3,6,23,4.87081926303409e-05,0.0573608714158923
3,22,23,-0.00044034294640464,0.0679925727919992
3,27,23,0.00833334173988772,0.0711570477080444
3,7,25,0.00577087742763644,0.0270445232539659
3,29,25,4.07236233783439e-05,0.0403708330815996
3,19,26,-0.00696598728977569,0.0178878656068137
3,21,26,1.2553660965413e-06,0.0228000909801953
3,23,27,0.000327685150525433,0.0724770394990536
3,9,28,-0.00338587622019908,0.0221482771263117
3,22,28,0.000520711575543301,0.038554248259918
3,6,29,-0.000113873064380712,0.0450235645667373
3,14,29,0.000107167604949674,0.0627186722557371
3,25,29,-0.000116865413416372,0.0522947019952837
3,7,-1,-0.00577087742763644,0.0270445232539659
3,12,-1,-0.00404439815632375,0.00997443670227484
3,13,-1,1.61572435673355e-07,0.0473193652052723
3,18,-1,1.07261606345575e-06,0.03832904360806
3,21,-1,-1.24492871810698e-06,0.0236892703896187
3,22,-1,0.000642289026844182,0.0677963171919734
3,25,-1,0.000166839038779696,0.078925974709353
3,27,-1,-0.00833334173988772,0.0711570477080444
3,28,-1,-2.3185195243433e-06,0.0159663731774244
