114.680235131751,197.298277232944,51,-1
270.410476444619,729.195627308738,52,0
148.291329415946,301.740648978342,52,0
133.040675509163,558.103598300835,50,0
476.980397610131,482.166743792345,52,0
583.77361508435,459.368004719223,51,0
681.538563297989,758.319093301692,51,2
324.172163337763,631.947963285744,51,0
401.469018841903,338.379747529755,52,0
390.543808579906,549.387648840049,52,0
503.157899219732,378.693048230472,52,0
243.443522146252,211.025358564657,73,-2
139.231986858992,739.746733460298,74,2
465.131866434737,625.811287322307,52,0
213.716314317139,633.653150815573,52,0
730.666046046616,226.623277330197,74,1
552.592454150173,737.459218993817,74,2
399.528295747384,738.679859344748,74,2
375.609582807146,442.421351044391,52,0
273.645692914511,359.244978229439,73,0
138.113469260985,429.418425941773,74,-1
547.786879889995,208.990466320243,73,-2
627.934333874216,337.925817025908,74,0
709.746611540387,489.091195163369,73,0
733.640167426885,639.60581694952,74,1
264.693913001095,513.404668921814,74,0
752.60693797088,368.037256703934,52,1
396.73615186495,209.435134296722,73,-2
590.986559929449,588.569001382194,73,0
