114.828621997057,202.105390499011,51,-1
152.033891072507,304.980103697499,52,0
269.009579786269,730.29738500266,52,0
503.772138960323,380.48807920167,51,0
678.492947981423,759.151597598222,51,2
323.458649180708,633.772667008362,51,0
132.690885961789,561.17689351499,50,0
476.146794094745,481.92106965214,50,0
581.548948307208,459.633900978434,51,0
139.864840123409,740.688208140693,74,2
214.814721623869,632.192107194897,52,0
375.06057054542,445.054038707785,52,0
466.872064543576,626.911561684245,52,0
391.859148185694,550.992487760942,52,0
403.11439331478,338.924885039419,52,0
272.630296997138,359.866073210283,73,0
243.888785957608,210.334714249916,73,-2
138.827862608382,432.96809209129,74,-1
550.441794116218,736.518327029857,74,2
398.227654932781,739.758291217839,74,2
731.379321507564,640.871343641369,73,1
549.063391430721,208.014142927675,73,-2
707.707418785829,490.239686874325,73,0
729.24853349695,228.878818400749,74,1
265.942399815686,514.942447491877,74,0
627.774702747056,339.374864483883,73,0
397.313674679731,210.025360360025,73,-2
751.22557436843,368.692105189777,51,1
591.300789318292,588.380236666063,73,0
