4388.46707088847,612.036640896244,188,1
3790.23614145483,802.992862988648,184,0
3954.27447036497,1684.31027043995,184,0
3274.60907435566,3289.3756436534,280,-1
3267.69154790433,2534.8168107631,280,-1
4304.25034143235,1988.91439762763,284,1
3571.06370989759,1961.68887804369,280,0
3424.92991351241,1237.86458503129,376,0
3165.27841699345,1739.47561120578,184,-1
4201.58017790639,1182.84838350093,376,1
3677.4845599736,3026.49094875519,188,0
4303.66951663407,3050.77539478386,280,1
3992.45114741791,366.036404042522,284,-2
3884.06021633152,3544.25644745014,372,2
3923.36426228264,2524.74756528721,376,0
3340.49050447535,462.230051012364,380,-2
